Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-08 00:00:00+08:00,1617.907014424092,1671.3915438265415,1616.1241967773437,1649.1063232421875,6145400,0.0,0.0
2020-12-09 00:00:00+08:00,1659.3574272487476,1663.3687667183256,1639.3007299008577,1640.192138671875,3115212,0.0,0.0
2020-12-10 00:00:00+08:00,1640.1922622381164,1648.9013439973944,1629.4953561800419,1633.86328125,3265354,0.0,0.0
2020-12-11 00:00:00+08:00,1635.5391848940935,1637.8032894193063,1608.823687301789,1622.3641357421875,3077579,0.0,0.0
2020-12-14 00:00:00+08:00,1629.2904253087127,1631.260404112008,1617.9071165056682,1630.3868408203125,3305200,0.0,0.0
2020-12-15 00:00:00+08:00,1634.398228168591,1637.7142431814225,1608.9930743628615,1618.8074951171875,2960497,0.0,0.0
2020-12-16 00:00:00+08:00,1631.7237553472105,1645.2464655767803,1622.551124272787,1640.192138671875,3215016,0.0,0.0
2020-12-17 00:00:00+08:00,1645.0952706726976,1665.1519726993222,1640.1925212884116,1662.932373046875,3603064,0.0,0.0
2020-12-18 00:00:00+08:00,1650.719960878729,1666.0521503728903,1641.1550520149349,1644.6494140625,2707698,0.0,0.0
2020-12-21 00:00:00+08:00,1640.1922542825644,1650.2027580763622,1638.0528513184152,1642.4207763671875,3069672,0.0,0.0
2020-12-22 00:00:00+08:00,1649.079788550489,1692.776672674835,1642.4299126064313,1676.740234375,4065060,0.0,0.0
2020-12-23 00:00:00+08:00,1690.9313948877789,1699.2035867079485,1623.2734382099868,1641.6632080078125,4770609,0.0,0.0
2020-12-24 00:00:00+08:00,1617.906996030784,1657.0220191083417,1600.0966653525752,1631.5811767578125,3785714,0.0,0.0
2020-12-25 00:00:00+08:00,1607.2012364580496,1646.4321487176614,1604.5359326972336,1631.2781982421875,2308805,0.0,0.0
2020-12-28 00:00:00+08:00,1635.7352285797558,1683.6930679080801,1627.7571629525598,1669.6087646484375,3008037,0.0,0.0
2020-12-29 00:00:00+08:00,1672.3007788100085,1681.9101919298448,1653.8842422649639,1664.26025390625,2286759,0.0,0.0
2020-12-30 00:00:00+08:00,1666.9346237379964,1723.0933837890625,1666.9346237379964,1723.0933837890625,3445210,0.0,0.0
2020-12-31 00:00:00+08:00,1730.2244882211314,1781.9083532564812,1730.2244882211314,1781.0347900390625,3886007,0.0,0.0
2021-01-04 00:00:00+08:00,1773.9926899303614,1787.265780460151,1768.3858023863704,1780.1434326171875,4351400,0.0,0.0
2021-01-05 00:00:00+08:00,1773.9035893159712,1835.8118896484375,1767.1823318503675,1835.8118896484375,5211605,0.0,0.0
2021-01-06 00:00:00+08:00,1840.5810696139931,1894.2438398088727,1814.9352191348162,1871.9586181640625,4741020,0.0,0.0
2021-01-07 00:00:00+08:00,1869.284528272397,1907.6151123046875,1849.67353179076,1907.6151123046875,3793139,0.0,0.0
2021-01-08 00:00:00+08:00,1907.6147495981609,1917.3131724612565,1838.994120548644,1863.0443115234375,5386164,0.0,0.0
2021-01-11 00:00:00+08:00,1863.0442617598476,1916.974490389738,1835.0541144482004,1871.7176513671875,5107990,0.0,0.0
2021-01-12 00:00:00+08:00,1861.2616230895194,1926.2452392578125,1858.5873966195634,1926.2452392578125,4105859,0.0,0.0
2021-01-13 00:00:00+08:00,1929.0087890625,1937.3257034366982,1903.1579319077807,1929.0087890625,3438993,0.0,0.0
2021-01-14 00:00:00+08:00,1921.8775974548969,1928.117459784296,1886.3193920231804,1902.2666015625,3615220,0.0,0.0
2021-01-15 00:00:00+08:00,1885.3296997773887,1902.5785479121032,1808.66853940819,1855.9132080078125,5950939,0.0,0.0
2021-01-18 00:00:00+08:00,1837.2471595077739,1864.3637468310103,1818.714734868147,1838.9764404296875,3914404,0.0,0.0
2021-01-19 00:00:00+08:00,1847.9886171333105,1868.6603352428867,1788.9237517582428,1791.205810546875,4634519,0.0,0.0
2021-01-20 00:00:00+08:00,1789.949089543892,1832.282089933567,1767.218162360939,1819.0357666015625,4508242,0.0,0.0
2021-01-21 00:00:00+08:00,1825.605193236715,1863.062207824683,1819.3653317363942,1845.2161865234375,3831017,0.0,0.0
2021-01-22 00:00:00+08:00,1844.3248105076898,1871.9584833572492,1836.3913592251022,1854.085693359375,2924761,0.0,0.0
2021-01-25 00:00:00+08:00,1856.8048302801726,1942.8257933728448,1856.8048302801726,1938.814453125,5595716,0.0,0.0
2021-01-26 00:00:00+08:00,1947.7281663857157,1949.5109839293182,1894.341790799341,1909.2994384765625,3174746,0.0,0.0
2021-01-27 00:00:00+08:00,1909.2997193618817,1909.2997193618817,1858.5875626304266,1862.1531982421875,3712017,0.0,0.0
2021-01-28 00:00:00+08:00,1854.130447796935,1880.5695565089413,1836.3201160019842,1861.26171875,3512864,0.0,0.0
2021-01-29 00:00:00+08:00,1873.0193813267013,1916.065551169182,1863.2406519816577,1886.381591796875,3370133,0.0,0.0
2021-02-01 00:00:00+08:00,1903.15779664401,1925.4430167452279,1867.5014444820613,1880.2664794921875,2934059,0.0,0.0
2021-02-02 00:00:00+08:00,1882.8516126815812,1916.5201430296565,1873.8306681063348,1912.072021484375,3458225,0.0,0.0
2021-02-03 00:00:00+08:00,1916.5291730505378,1959.5574989181468,1907.6150838735584,1952.105224609375,3871415,0.0,0.0
2021-02-04 00:00:00+08:00,1953.0771147089026,2076.9829654366695,1953.0771147089026,2068.82666015625,6385101,0.0,0.0
2021-02-05 00:00:00+08:00,2072.525273779487,2107.825146139364,2042.2173773027116,2061.828369140625,3972906,0.0,0.0
2021-02-08 00:00:00+08:00,2083.222731730293,2120.5548343735113,2061.82891677029,2111.569580078125,3578573,0.0,0.0
2021-02-09 00:00:00+08:00,2111.5692976467385,2189.683349609375,2094.810767977099,2189.683349609375,3329655,0.0,0.0
2021-02-10 00:00:00+08:00,2215.1512489186853,2318.73292576483,2215.1512489186853,2318.5546875,6137057,0.0,0.0
2021-02-18 00:00:00+08:00,2306.9483821851336,2342.51551015982,2197.322933331331,2202.67138671875,6591232,0.0,0.0
2021-02-19 00:00:00+08:00,2184.9855902494937,2225.5446920303307,2122.9793574086048,2192.86572265625,5938546,0.0,0.0
2021-02-22 00:00:00+08:00,2188.408579579224,2188.408579579224,2030.825307558227,2039.5611572265625,7893547,0.0,0.0
2021-02-23 00:00:00+08:00,2039.5615441157388,2090.255858455223,2019.041292465865,2056.48046875,5745460,0.0,0.0
2021-02-24 00:00:00+08:00,2057.3626741828193,2059.154414651382,1925.8887934434244,1951.2939453125,8211578,0.0,0.0
2021-02-25 00:00:00+08:00,1969.1220501567043,1982.9388866335846,1890.8652363486067,1916.5289306640625,5972643,0.0,0.0
2021-02-26 00:00:00+08:00,1871.9588145106095,1943.2269172800782,1842.8097850676297,1892.26513671875,6652506,0.0,0.0
2021-03-01 00:00:00+08:00,1925.4430960017955,1941.1674521956677,1889.7867423721327,1923.6602783203125,4491626,0.0,0.0
2021-03-02 00:00:00+08:00,1943.2712886354318,1943.2712886354318,1812.23418797974,1834.5194091796875,7076450,0.0,0.0
2021-03-03 00:00:00+08:00,1818.4742192063377,1916.324194970727,1812.234356689453,1907.6151123046875,5421546,0.0,0.0
2021-03-04 00:00:00+08:00,1867.50172927939,1868.3931382193803,1791.8210885113117,1812.234375,6508829,0.0,0.0
2021-03-05 00:00:00+08:00,1782.8175901266277,1867.5014256576426,1772.1206845858678,1836.4002685546875,6377920,0.0,0.0
2021-03-08 00:00:00+08:00,1849.6377053439617,1858.5874851771764,1747.161376953125,1747.161376953125,6309959,0.0,0.0
2021-03-09 00:00:00+08:00,1742.7044297572786,1782.8178309537377,1693.8374408892453,1726.650146484375,8226581,0.0,0.0
2021-03-10 00:00:00+08:00,1762.315412221915,1782.7019296080857,1753.401323136321,1756.08447265625,5117174,0.0,0.0
2021-03-11 00:00:00+08:00,1762.3062769396056,1854.1213834507216,1748.4805177297094,1825.605224609375,5676897,0.0,0.0
2021-03-12 00:00:00+08:00,1845.2161259100444,1851.4559872053924,1784.6092532622497,1805.994140625,4032251,0.0,0.0
2021-03-15 00:00:00+08:00,1827.3881679695453,1845.0381069713671,1739.2724236818278,1760.93359375,6248487,0.0,0.0
2021-03-16 00:00:00+08:00,1758.5714201656513,1800.6369515030103,1751.6183876202672,1792.177490234375,3464850,0.0,0.0
2021-03-17 00:00:00+08:00,1782.8176997505336,1827.388142244297,1761.4328101471906,1809.880859375,3137491,0.0,0.0
2021-03-18 00:00:00+08:00,1821.6920261204723,1859.7998632564156,1817.5826443814567,1844.9488525390625,3386488,0.0,0.0
2021-03-19 00:00:00+08:00,1814.0167858825987,1814.9528085854072,1775.8912166628375,1791.7315673828125,3578077,0.0,0.0
2021-03-22 00:00:00+08:00,1782.9066608658088,1806.0743661157076,1743.1944654120196,1773.89453125,3691407,0.0,0.0
2021-03-23 00:00:00+08:00,1781.8193370511826,1790.6621520690812,1756.0754449572973,1779.2520751953125,2744619,0.0,0.0
2021-03-24 00:00:00+08:00,1765.881057792959,1794.4061430273732,1765.881057792959,1773.0123291015625,2935739,0.0,0.0
2021-03-25 00:00:00+08:00,1756.0843108420079,1772.9051910439825,1735.3947468014433,1756.966796875,3157523,0.0,0.0
2021-03-26 00:00:00+08:00,1769.4466785595775,1802.4288080843658,1745.378638095543,1794.4061279296875,5001642,0.0,0.0
2021-03-29 00:00:00+08:00,1821.3266430756114,1868.7051572635362,1806.1281864347523,1813.21484375,5699220,0.0,0.0
2021-03-30 00:00:00+08:00,1818.474215233458,1859.4790259691142,1814.0884441293567,1832.7813720703125,3262697,0.0,0.0
2021-03-31 00:00:00+08:00,1823.0202931614806,1823.840428510817,1782.8177741180314,1790.8404541015625,3715441,0.0,0.0
2021-04-01 00:00:00+08:00,1804.2114705612619,1824.5356353957777,1783.9051513136615,1822.4853515625,2658763,0.0,0.0
2021-04-02 00:00:00+08:00,1832.736380973202,1929.8999342446411,1832.736380973202,1927.2257080078125,5202757,0.0,0.0
2021-04-06 00:00:00+08:00,1926.3342805802197,1927.207843732118,1874.0086312462224,1895.1617431640625,3274177,0.0,0.0
2021-04-07 00:00:00+08:00,1875.5777200684856,1887.3799643039067,1827.3881063595495,1837.193603515625,4020097,0.0,0.0
2021-04-08 00:00:00+08:00,1824.7405528300194,1853.2388655952784,1822.0395580936745,1845.2161865234375,2854762,0.0,0.0
2021-04-09 00:00:00+08:00,1820.2568686910195,1830.953774873337,1787.2836640891906,1800.6458740234375,2880886,0.0,0.0
2021-04-12 00:00:00+08:00,1792.6232913550105,1809.560060393173,1775.4190561219991,1790.742431640625,3194307,0.0,0.0
2021-04-13 00:00:00+08:00,1800.6458226222323,1827.209849075847,1790.8403255683488,1801.5372314453125,2899215,0.0,0.0
2021-04-14 00:00:00+08:00,1814.0169612733573,1825.6052760136786,1797.0801935759648,1824.7138671875,2411465,0.0,0.0
2021-04-15 00:00:00+08:00,1810.3621085681298,1824.6246490127028,1773.9034677937802,1796.7235107421875,3436621,0.0,0.0
2021-04-16 00:00:00+08:00,1805.1743657463026,1843.4336763849442,1793.5147760573054,1831.8275146484375,3029370,0.0,0.0
2021-04-19 00:00:00+08:00,1831.8452260686063,1870.4968103910314,1812.2342309476771,1861.26171875,3175391,0.0,0.0
2021-04-20 00:00:00+08:00,1846.1970173399914,1897.8095044101601,1845.2163805209166,1867.3233642578125,2829037,0.0,0.0
2021-04-21 00:00:00+08:00,1850.5646139291616,1869.997368718784,1840.848345348898,1854.1302490234375,2614975,0.0,0.0
2021-04-22 00:00:00+08:00,1862.9552709828672,1871.0671785800482,1828.7252581500566,1832.2908935546875,2685002,0.0,0.0
2021-04-23 00:00:00+08:00,1832.7098335430608,1889.6796949966633,1829.6166709383808,1879.927734375,3346277,0.0,0.0
2021-04-26 00:00:00+08:00,1900.483727934233,1903.1579545682866,1848.425536509634,1852.187255859375,3404511,0.0,0.0
2021-04-27 00:00:00+08:00,1860.4415503614016,1867.724290625547,1840.8394795291092,1867.002197265625,2210785,0.0,0.0
2021-04-28 00:00:00+08:00,1791.7318734552905,1825.1597069152774,1785.4920112094264,1820.2569580078125,8134295,0.0,0.0
2021-04-29 00:00:00+08:00,1824.7496913646198,1827.3346900973113,1795.2975067802952,1806.3153076171875,4128378,0.0,0.0
2021-04-30 00:00:00+08:00,1805.9943019093841,1814.9083902702398,1786.124764132379,1788.8614501953125,3840137,0.0,0.0
2021-05-06 00:00:00+08:00,1782.817784105411,1788.914990458974,1740.9215661789337,1746.27001953125,5354614,0.0,0.0
2021-05-07 00:00:00+08:00,1751.6184239831023,1754.2748049969305,1694.568256484416,1696.35107421875,5249339,0.0,0.0
2021-05-10 00:00:00+08:00,1693.6768263837089,1701.6995060876318,1663.3778480737249,1674.9840087890625,4600318,0.0,0.0
2021-05-11 00:00:00+08:00,1672.2830814908755,1752.5098817756189,1669.876321008158,1746.27001953125,4249412,0.0,0.0
2021-05-12 00:00:00+08:00,1737.427259181859,1781.9264316558838,1737.3559856414795,1768.5552978515625,3269887,0.0,0.0
2021-05-13 00:00:00+08:00,1752.2868749089812,1769.4911085331073,1740.9214125383394,1757.4124755859375,2507751,0.0,0.0
2021-05-14 00:00:00+08:00,1766.7724285867253,1810.0057599623337,1761.4239752206706,1791.59814453125,3561129,0.0,0.0
2021-05-17 00:00:00+08:00,1805.192082216207,1858.765733580126,1805.192082216207,1834.4837646484375,4452400,0.0,0.0
2021-05-18 00:00:00+08:00,1840.7593201084915,1851.4562265691704,1822.9846794373186,1835.687255859375,1750428,0.0,0.0
2021-05-19 00:00:00+08:00,1835.4109151234215,1849.5041419868064,1818.474146115483,1826.496826171875,2240972,0.0,0.0
2021-05-20 00:00:00+08:00,1848.7820399014747,1848.8712678422228,1823.2520762059364,1835.3038330078125,2185716,0.0,0.0
2021-05-21 00:00:00+08:00,1831.9165252659968,1854.0232901137447,1815.8176295892172,1820.345947265625,2424823,0.0,0.0
2021-05-24 00:00:00+08:00,1828.2796120204564,1854.184006292067,1810.4514344288382,1846.3663330078125,3254808,0.0,0.0
2021-05-25 00:00:00+08:00,1858.5876214528687,1961.1888764801697,1858.5876214528687,1956.1968994140625,6775695,0.0,0.0
2021-05-26 00:00:00+08:00,1968.213103523958,1998.3606149578552,1954.9311973048762,1978.9278564453125,3860420,0.0,0.0
2021-05-27 00:00:00+08:00,1970.9228349736645,2068.0685551224947,1962.0801287241131,2001.212890625,4537338,0.0,0.0
2021-05-28 00:00:00+08:00,1997.6200354626894,2005.6694817649943,1966.010719250724,1987.84130859375,2580731,0.0,0.0
2021-05-31 00:00:00+08:00,1974.9163752591103,1977.4569776208416,1936.1400889473202,1977.1448974609375,3173900,0.0,0.0
2021-06-01 00:00:00+08:00,1980.7105065938506,2004.7339320836454,1966.4479646921848,1997.6026611328125,3061634,0.0,0.0
2021-06-02 00:00:00+08:00,2005.669896823667,2018.1496206261252,1968.3911180718862,1980.71044921875,2286277,0.0,0.0
2021-06-03 00:00:00+08:00,1978.9277146118202,2014.8872271958896,1970.0850081590177,1980.9066162109375,2345031,0.0,0.0
2021-06-04 00:00:00+08:00,1974.4707762641747,2039.5436280327006,1973.6150585136334,2007.0072021484375,3142219,0.0,0.0
2021-06-07 00:00:00+08:00,2019.040951445364,2031.5206747655561,1996.7646540239853,2024.389404296875,2546627,0.0,0.0
2021-06-08 00:00:00+08:00,2014.5839926207354,2032.4032467529553,1926.4681411130905,1953.0767822265625,4731363,0.0,0.0
2021-06-09 00:00:00+08:00,1953.9681204179928,1973.5791143272975,1925.5411890944479,1960.6536865234375,2550235,0.0,0.0
2021-06-10 00:00:00+08:00,1956.6423195519071,2006.8911381610928,1952.2566578892583,1995.4007568359375,2556663,0.0,0.0
2021-06-11 00:00:00+08:00,1995.86429236859,2000.321336344402,1942.2104492187498,1942.21044921875,3397066,0.0,0.0
2021-06-15 00:00:00+08:00,1956.7316647878913,1969.0150872969593,1914.746220663047,1954.859619140625,2936130,0.0,0.0
2021-06-16 00:00:00+08:00,1953.9681789055257,1956.6424054277506,1914.7461899128966,1923.6602783203125,2759315,0.0,0.0
2021-06-17 00:00:00+08:00,1921.5651707702746,1950.402330672576,1911.5013488651373,1922.6883544921875,2106753,0.0,0.0
2021-06-18 00:00:00+08:00,1913.854755391156,1922.323139264568,1840.7592314311769,1863.88232421875,5402821,0.0,0.0
2021-06-21 00:00:00+08:00,1858.5876370171363,1871.6823820944326,1827.3883241655299,1855.5924072265625,3548826,0.0,0.0
2021-06-22 00:00:00+08:00,1864.8272022950255,1870.1756550740745,1830.8555173032962,1849.646484375,3322818,0.0,0.0
2021-06-23 00:00:00+08:00,1854.1304568664132,1856.8046834868935,1813.2593817796496,1816.6912841796875,3707901,0.0,0.0
2021-06-24 00:00:00+08:00,1818.4830099832125,1854.1304418401573,1801.5373187302682,1843.4781494140625,3147370,0.0,0.0
2021-06-25 00:00:00+08:00,1844.5605437611416,1897.6849601555964,1837.9380053502239,1882.3883056640625,3587543,19.293,0.0
2021-06-28 00:00:00+08:00,1889.5867495541233,1905.7832074074443,1865.2920627741416,1892.295166015625,2745242,0.0,0.0
2021-06-29 00:00:00+08:00,1896.7852362883427,1903.08385898949,1845.4964514361436,1855.394287109375,3303063,0.0,0.0
2021-06-30 00:00:00+08:00,1858.0935322615933,1866.1917607314983,1841.267257043158,1850.6251220703125,2191566,0.0,0.0
2021-07-01 00:00:00+08:00,1853.5675298141186,1898.584709258091,1828.0401179983753,1894.085693359375,3370124,0.0,0.0
2021-07-02 00:00:00+08:00,1867.091631143175,1867.091631143175,1809.9541282142152,1811.3038330078125,4627531,0.0,0.0
2021-07-05 00:00:00+08:00,1799.6064609845162,1817.4945536002726,1786.1094125271322,1794.2076416015625,3442095,0.0,0.0
2021-07-06 00:00:00+08:00,1795.1073680824675,1812.203628730872,1763.6232631807834,1811.2138671875,3528251,0.0,0.0
2021-07-07 00:00:00+08:00,1808.6043854673464,1825.5926738398339,1798.7155573409118,1803.20556640625,2812212,0.0,0.0
2021-07-08 00:00:00+08:00,1799.6963815271104,1803.2056360201511,1770.8127204030227,1786.109375,3551669,0.0,0.0
2021-07-09 00:00:00+08:00,1767.6813887683463,1786.9281922743482,1750.1172128420462,1774.5108642578125,3090790,0.0,0.0
2021-07-12 00:00:00+08:00,1777.6060953302265,1798.5085042062492,1746.0679520797146,1764.513916015625,3901024,0.0,0.0
2021-07-13 00:00:00+08:00,1770.8126373706539,1804.555256222991,1768.1132278624668,1784.2197265625,2992471,0.0,0.0
2021-07-14 00:00:00+08:00,1776.211579209074,1776.6614808248817,1750.1172854922233,1765.4139404296875,3077069,0.0,0.0
2021-07-15 00:00:00+08:00,1759.1330941366987,1811.3036608935713,1755.155924847352,1797.797607421875,4219005,0.0,0.0
2021-07-16 00:00:00+08:00,1781.610283339303,1796.5469940499531,1754.6161881371922,1759.925048828125,3540764,0.0,0.0
2021-07-19 00:00:00+08:00,1759.9159811859267,1787.0090406200554,1746.5178992162776,1777.1112060546875,3005234,0.0,0.0
2021-07-20 00:00:00+08:00,1777.1114572852548,1789.6457651588275,1764.883161607588,1781.6104736328125,2347521,0.0,0.0
2021-07-21 00:00:00+08:00,1789.708588653921,1805.0052432578007,1765.4229087493727,1771.7125244140625,2978013,0.0,0.0
2021-07-22 00:00:00+08:00,1763.6142542656119,1776.1215405876937,1744.682359979423,1745.627197265625,3909047,0.0,0.0
2021-07-23 00:00:00+08:00,1743.6564831982787,1743.6564831982787,1705.2079123628139,1709.6259765625,4758547,0.0,0.0
2021-07-26 00:00:00+08:00,1690.730271300969,1690.730271300969,1601.6497514186933,1623.343994140625,9861948,0.0,0.0
2021-07-27 00:00:00+08:00,1622.3451691651828,1628.6437915634947,1532.364849189299,1541.263916015625,8657699,0.0,0.0
2021-07-28 00:00:00+08:00,1532.3646962502974,1609.0278772826111,1513.5768029209046,1591.6617431640625,8536884,0.0,0.0
2021-07-29 00:00:00+08:00,1628.652797089727,1640.341231858175,1560.5646494758948,1574.4666748046875,6386385,0.0,0.0
2021-07-30 00:00:00+08:00,1552.1604502043945,1552.1604502043945,1491.6576945441473,1510.760498046875,7773589,0.0,0.0
2021-08-02 00:00:00+08:00,1497.2725694444443,1580.0364526739488,1458.329059425837,1579.1546630859375,9740065,0.0,0.0
2021-08-03 00:00:00+08:00,1556.6593906910032,1591.7427053969514,1519.5875462472402,1574.025634765625,5437475,0.0,0.0
2021-08-04 00:00:00+08:00,1560.3128152504873,1583.6536579176334,1545.8619228991445,1551.2607421875,3817549,0.0,0.0
2021-08-05 00:00:00+08:00,1523.2588338520752,1570.156571880518,1508.3940675285298,1528.765625,4805969,0.0,0.0
2021-08-06 00:00:00+08:00,1519.7675014201359,1524.275523932625,1481.6158263674938,1503.571044921875,4568610,0.0,0.0
2021-08-09 00:00:00+08:00,1485.5750498896984,1537.7636343195002,1484.6752467098743,1524.086669921875,4769775,0.0,0.0
2021-08-10 00:00:00+08:00,1529.6654540608497,1622.2372125213496,1507.1703738540725,1618.7459716796875,8328505,0.0,0.0
2021-08-11 00:00:00+08:00,1601.6587935435332,1606.1578097983756,1574.664696014479,1575.1055908203125,3866259,0.0,0.0
2021-08-12 00:00:00+08:00,1558.4590915657361,1573.7557454667854,1517.2390555954191,1520.6673583984375,4755097,0.0,0.0
2021-08-13 00:00:00+08:00,1520.6673570417977,1541.3628299482837,1510.7695221734782,1529.701416015625,3790452,0.0,0.0
2021-08-16 00:00:00+08:00,1526.0662303304218,1541.9027447150556,1516.2403398241331,1528.945556640625,2805697,0.0,0.0
2021-08-17 00:00:00+08:00,1529.6653033615253,1529.6653033615253,1465.6713098874059,1471.1781005859375,6120077,0.0,0.0
2021-08-18 00:00:00+08:00,1461.8741434982253,1478.3674948727091,1439.6849681712963,1457.6810302734375,5997026,0.0,0.0
2021-08-19 00:00:00+08:00,1459.6786097804718,1478.5564619071308,1439.6850105577707,1457.654052734375,4129195,0.0,0.0
2021-08-20 00:00:00+08:00,1399.347014377197,1437.4806792667323,1372.6498132750046,1392.8953857421875,11454454,0.0,0.0
2021-08-23 00:00:00+08:00,1383.7893541064989,1438.78532147565,1382.790585731964,1412.8619384765625,7159720,0.0,0.0
2021-08-24 00:00:00+08:00,1417.1899917189164,1477.971739743896,1408.8848260401396,1462.3421630859375,7259447,0.0,0.0
2021-08-25 00:00:00+08:00,1482.5518447588443,1512.4522892778234,1478.376744484761,1498.1904296875,5423890,0.0,0.0
2021-08-26 00:00:00+08:00,1498.1633767430496,1498.1633767430496,1434.9341859597957,1435.1861572265625,5402037,0.0,0.0
